
garnished,2
generou,2
graham,2
grind,2
handle,2
heaping,2
hummus,2
infuse,2
inside,2
jam,2
jar,2
jelly,2
jellyroll,2
kernel,2
lamb,2
larger,2
lattice,2
left,2
lift,2
liner,2
lobster,2
loosely,2
lukewarm,2
lumpy,2
mallet,2
mango,2
marinara,2
marinated,2
medium-rare,2
metal,2
microwave-safe,2
mince,2
moist,2
moisten,2
mound,2
mounded,2
naan,2
non-reactive,2
nonstick,2
orzo,2
outer,2
oval,2
overcook,2
overtop,2
pack,2
paint,2
paper-covered,2
pasty,2
pattern,2
peak,2
pepperjack,2
pick,2
pierce,2
poke,2
pop,2
poppy,2
position,2
preferably,2
preferred,2
preserve,2
pressing,2
prick,2
pudding,2
puff,2
puffed,2
pureed,2
push,2
radish,2
ramekin,2
ravioli,2
reached,2
released,2
relish,2
replace,2
rimmed,2
risen,2
romaine,2
romano,2
rope,2
russet,2
saffron,2
sandwich,2
sea,2
seam,2
shaved,2
sirloin,2
skim,2
skin-side,2
soaking,2
soybean,2
spear,2
spooned,2
sprig,2
sprinkled,2
sprout,2
stack,2
starch,2
steamer,2
steaming,2
sticking,2
stiff,2
stuffed,2
sweetened,2
tablespoonful,2
tap,2
tapped,2
tb,2
test,2
texture,2
thigh,2
tilt,2
touching,2
tough,2
towel-lined,2
trim,2
truffle,2
tuck,2
uncooked,2
undrained,2
vary,2
waffle,2
waxed,2
well-browned,2
whip,2
10x15-inch,1
11x7,1
12x12-inch,1
12x17-inch,1
1/2x4,1
1/4-inch,1
14x18,1
1/6,1
16-ounce,1
1/8,1
18x14,1
2/3,1
2-quart,1
3/8,1
45-degree,1
5-6,1
5-spice,1
5x9,1
6-inch,1
6-ounce,1
6x4,1
7x11-inch,1
8x12,1
8x8-inch,1
absorb,1
actual,1
additionally,1
adjusting,1
air-dry,1
alfredo,1
alternating,1
american,1
appear,1
apply,1
apricot,1
aroma,1
asafoetida,1
attached,1
attain,1
baby,1
backbone,1
backstrap,1
baklava,1
base,1
baster,1
bead,1
beautiful,1
bed,1
beneath,1
best-looking,1
beverage,1
bird,1
bite-sized,1
black-eyed,1
blanch,1
blanched,1
blending,1
blister,1
blistered,1
boat,1
boiler,1
bok,1
book,1
boston,1
box,1
braid,1
brine,1
broiled,1
brussel,1
bucatini,1
buckwheat,1
bulb,1
bulgur,1
burner,1
burrito,1
burrito-style,1
butter-covered,1
butterfly,1
butter/margarine,1
butter-side,1
buttery,1
calzone,1
campfire,1
cannelini,1
carafe,1
carbonated,1
carp,1
carton,1
casing,1
cauliflower,1
cavity,1
char,1
checking,1
cheese/meat,1
chef',1
chily,1
chopping,1
chorizo,1
choy,1
chuck,1
chunky,1
churro,1
circular,1
citrus,1
clam,1
cleaver,1
closed,1
closely,1
clump,1
cob,1
cobbler,1
cod,1
coleslaw,1
collect,1
coloring,1
comfortably,1
complete,1
concentrate,1
condiment,1
consistently,1
continuously,1
cook',1
core,1
corner,1
couple,1
couscou,1
covering,1
cover/lid,1
cracking,1
creamed,1
creamer,1
crepe,1
crimp,1
crinkled,1
crisscross,1
crouton,1
crowding,1
crown,1
crush,1
crusty,1
cupful,1
curing,1
curly,1
curst,1
cutlet,1
cycle,1
cylinder,1
dampened,1
darken,1
darker,1
darkest,1
dash,1
date,1
deer,1
deflate,1
deglaze,1
delicata,1
deliciou,1
demerara,1
develop,1
dew(tm,1
diagonal,1
dig,1
dilute,1
dinner,1
direct,1
disappear,1
disappeared,1
discarding,1
discolored,1
distilled,1
door,1
dough/knead,1
doughnut,1
drink,1
drip,1
dropped,1
dusting,1
eating,1
elk,1
ember,1
emptied,1
enchilada,1
enclose,1
equally,1
escape,1
escarole,1
expand,1
extra-virgin,1
extremely,1
f(175,1
fall,1
falling,1
family,1
faster,1
fermented,1
fettuccini,1
filet,1
filled,1
fingertip,1
finished,1
firmed,1
firmly,1
five-spice,1
flame,1
flatbread,1
flattened,1
flattening,1
flavoring,1
flick,1
flour-butter,1
foil-lined,1
folded,1
folding,1
forcing,1
fork-tender,1
forming,1
fortune,1
fragrance,1
fritos(r,1
frond,1
frothy,1
fryer,1
gallon-size,1
garlic-herb,1
gas,1
gentle,1
ghee,1
giblet,1
gill-side,1
glazed,1
glazing,1
goat,1
golden-brown,1
golf,1
grabbing,1
grapeseed,1
grass,1
grater,1
greek,1
groat,1
guanciale,1
haddock,1
halved,1
handful,1
hard,1
harina,1
harissa,1
hash,1
hatch,1
hat-shaped,1
head,1
heap,1
hear,1
heavy-duty,1
held,1
help,1
helping,1
hollow,1
horseradish,1
iceberg,1
icing,1
ideally,1
imitation,1
immerse,1
incorporate,1
indentation,1
indention,1
indirect,1
indoor,1
insert,1
instant,1
insulated,1
intact,1
intense,1
invert,1
jagged,1
jicama,1
juicy,1
jus,1
just-barely,1
kabob,1
kalamata,1
kebab,1
kick,1
ladyfinger,1
lard,1
late,1
layered,1
leek,1
leg,1
lemongrass,1
lemon-lime,1
length,1
lifting,1
lightly-salted,1
limeade,1
limp,1
linguini,1
link,1
log,1
lower-middle,1
machine,1
manchego,1
manufacturer,1
marinating,1
marsala,1
marshmallow,1
masa,1
mascarpone,1
measure,1
measured,1
measuring,1
meatball',1
medallion,1
medium-size,1
medium-sized,1
medium-well,1
mellow,1
mesh,1
mexican-style,1
mini-loaf,1
mini-muffin,1
minimum,1
mirin,1
miso,1
mochiko,1
moderate,1
morning,1
morsel,1
motion,1
mountain,1
moving,1
msg,1
mushy,1
mussel,1
nacho,1
navy,1
neck,1
needle,1
nestle,1
nice,1
night,1
nonporou,1
non-porou,1
oatmeal,1
offer,1
oil-garlic,1
oil-side,1
onion-butter,1
onion-cumin,1
optimum,1
original,1
outside,1
oven-proof,1
oven-safe,1
overlap,1
overly,1
pad,1
palm,1
pancetta,1
pancit,1
pan-fry,1
panko,1
paper-towel-lined,1
parmigiano-reggiano,1
partridge,1
paste-like,1
pear,1
pecorino,1
peeler,1
peppercorn,1
phyllo,1
picadillo,1
pierced,1
piercing,1
pig,1
pile,1
pinching,1
pinhole,1
pinto,1
pinwheel,1
pipe,1
piping,1
pita,1
pitcher,1
placing,1
plenty,1
pliable,1
plum,1
poach,1
popped,1
potato',1
pourable,1
presentation,1
pressed,1
pressure,1
prettiest,1
pretty,1
pretzel,1
produce,1
proportion,1
puffy,1
pulverize,1
quartered,1
quick,1
raise,1
raspberry,1
raw,1
recommended,1
recover,1
rectangular,1
refrigerated,1
reheat,1
re-spice,1
ribbon,1
richly,1
rigatoni,1
rim,1
rind,1
ring,1
rinsed,1
roaster,1
rotating,1
roughly,1
round,1
rounded,1
row,1
rum,1
run,1
runny,1
safe,1
saturated,1
sazon,1
scallion,1
scallop,1
scorching,1
scramble,1
scum,1
seafood,1
sealing,1
seam-side,1
section,1
securing,1
select,1
semi-direct,1
semisweet,1
serrano,1
serrated,1
shade,1
shaped,1
shaving,1
shimmer,1
short,1
shrunk,1
sieve,1
skimming,1
skip,1
slash,1
slaw,1
slip,1
slower,1
slurry-like,1
smashing,1
smell,1
smoked,1
smoker,1
smoking,1
smoothie,1
snow,1
snugly,1
soaked,1
soda-hot,1
softer,1
soggy,1
solution,1
sope,1
sorghum,1
sort,1
sorting,1
souffle,1
sound,1
soured,1
space,1
spicy,1
spinner,1
spiraled,1
splattering,1
splutter,1
spooning,1
spot,1
spreadable,1
springform,1
sprinkling,1
squeezing,1
sriracha,1
stab,1
stalk,1
started,1
steam-plate,1
steel,1
step,1
sticker,1
stir-fry,1
stone,1
store,1
stored,1
stovetop,1
strain,1
strainer,1
strand,1
stretch,1
string,1
style,1
sugar-cinnamon,1
sugared-side,1
sunflower,1
sweat,1
sweetness,1
swirl,1
tan,1
tapioca,1
tear,1
tender-crisp,1
tent,1
tequila,1
teriyaki,1
tester,1
thai,1
thaw,1
thawed,1
third,1
thumb,1
thyme-scented,1
tie,1
tight-fitting,1
tine,1
tiny,1
toffee,1
torn,1
tortellini,1
total,1
totally,1
touched,1
trace,1
trimmed,1
triple,1
trout,1
tsp,1
tube/bundt(r,1
turnip,1
twist,1
udon,1
unbaked,1
uniform,1
unwrap,1
upper-middle,1
upside,1
vegetable-bacon,1
vegetarian,1
veggy,1
vermicelli,1
vertically,1
vigorously,1
vinaigrette,1
visible,1
vodka,1
wafer,1
wake,1
warmer,1
watch,1
watching,1
watery,1
well-coated,1
well-combined,1
well-floured,1
whiskey,1
wing,1
wood,1
workable,1
worry,1
wrapped,1
wrapping,1
write,1
yam,1
yellowish,1
zesty,1
zip-top,1
zip-top,1
Number recipes in which used, number of terms
434,1
347,1
321,1
298,1
286,1
277,1
270,1
266,1
252,1
238,1
237,1
228,1
226,1
214,1
210,2
204,1
197,1
179,1
177,1
176,1
171,1
169,1
167,1
160,2
159,1
158,1
154,1
149,1
147,1
143,1
140,1
139,1
135,2
125,1
116,1
114,2
112,2
110,1
109,1
107,2
106,1
105,2
104,1
103,1
98,2
97,2
93,1
92,1
90,1
85,2
84,1
82,1
79,2
78,2
75,2
74,3
72,1
69,1
68,2
67,2
66,1
65,1
64,2
62,1
61,3
60,1
59,1
58,1
56,1
55,2
54,4
51,1
50,2
48,3
47,4
46,2
45,4
44,2
43,4
42,1
41,3
40,4
39,3
38,3
36,3
35,6
34,5
33,6
32,5
31,4
30,5
29,3
28,8
27,8
26,4
25,6
24,7
23,7
22,4
21,12
20,6
19,14
18,5
17,8
16,10
15,12
14,11
13,20
12,23
11,19
10,14
9,22
8,33
7,24
6,54
5,59
4,79
3,114
2,196
1,588
